Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IMAGE,SSP3-Baseline,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24009.776,26137.066,27901.646,29666.227,30878.914,32091.601,32944.030,33796.459,34250.297,34704.134,34980.139,35256.144,35166.527,35076.909,34815.719,34554.528,34231.643,33908.757
IMAGE,SSP4-26,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24463.860,27045.233,30035.397,33025.560,36225.663,39425.766,42425.294,45424.822,48177.731,50930.640,53654.008,56377.375,58677.034,60976.692,62994.700,65012.708,66800.151,68587.594
IMAGE,SSP4-34,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24463.860,27045.233,30035.397,33025.560,36225.663,39425.766,42425.294,45424.822,48177.731,50930.640,53654.008,56377.375,58677.034,60976.692,62994.700,65012.708,66800.151,68587.594
IMAGE,SSP4-45,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24463.860,27045.233,30035.397,33025.560,36225.663,39425.766,42425.294,45424.822,48177.731,50930.640,53654.008,56377.375,58677.034,60976.692,62994.700,65012.708,66800.151,68587.594
IMAGE,SSP4-60,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24463.860,27045.233,30035.397,33025.560,36225.663,39425.766,42425.294,45424.822,48177.731,50930.640,53654.008,56377.375,58677.034,60976.692,62994.700,65012.708,66800.151,68587.594
IMAGE,SSP4-Baseline,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24463.860,27045.233,30035.397,33025.560,36225.663,39425.766,42425.294,45424.822,48177.731,50930.640,53654.008,56377.375,58677.034,60976.692,62994.700,65012.708,66800.151,68587.594
IMAGE,SSP5-34,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24835.124,27787.762,32231.185,36674.608,42660.039,48645.469,55727.109,62808.748,71145.788,79482.827,89806.821,100130.814,112354.728,124578.643,138697.698,152816.753,169147.120,185477.487
IMAGE,SSP5-45,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24835.124,27787.762,32231.185,36674.608,42660.039,48645.469,55727.109,62808.748,71145.788,79482.827,89806.821,100130.814,112354.728,124578.643,138697.698,152816.753,169147.120,185477.487
IMAGE,SSP5-60,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24835.124,27787.762,32231.185,36674.608,42660.039,48645.469,55727.109,62808.748,71145.788,79482.827,89806.821,100130.814,112354.728,124578.643,138697.698,152816.753,169147.120,185477.487
IMAGE,SSP5-Baseline,R5.2OECD,Consumption,billion US$2005/yr,21882.486,24835.124,27787.762,32231.185,36674.608,42660.039,48645.469,55727.109,62808.748,71145.788,79482.827,89806.821,100130.814,112354.728,124578.643,138697.698,152816.753,169147.120,185477.487
MESSAGE-GLOBIOM,SSP1-19,R5.2OECD,Consumption,billion US$2005/yr,26542.670,28027.885,29513.100,35398.000,41282.900,47140.800,52998.700,59818.350,66638.000,72887.650,79137.300,86017.150,92897.000,99417.200,105937.400,111482.100,117026.800,121544.600,126062.400
MESSAGE-GLOBIOM,SSP1-26,R5.2OECD,Consumption,billion US$2005/yr,26517.440,28004.970,29492.500,35412.800,41333.100,47270.850,53208.600,60114.650,67020.700,73278.850,79537.000,86438.050,93339.100,99852.600,106366.100,111849.350,117332.600,121937.700,126542.800
MESSAGE-GLOBIOM,SSP1-34,R5.2OECD,Consumption,billion US$2005/yr,26507.080,27995.040,29483.000,35414.850,41346.700,47302.850,53259.000,60193.600,67128.200,73441.000,79753.800,86688.450,93623.100,100185.850,106748.600,112240.150,117731.700,122227.800,126723.900
MESSAGE-GLOBIOM,SSP1-45,R5.2OECD,Consumption,billion US$2005/yr,26501.680,27988.990,29476.300,35408.450,41340.600,47305.300,53270.000,60213.200,67156.400,73494.000,79831.600,86785.650,93739.700,100358.200,106976.700,112523.250,118069.800,122605.750,127141.700
MESSAGE-GLOBIOM,SSP1-Baseline,R5.2OECD,Consumption,billion US$2005/yr,26499.930,27986.215,29472.500,35403.900,41335.300,47303.700,53272.100,60217.400,67162.700,73510.100,79857.500,86820.700,93783.900,100414.600,107045.300,112647.950,118250.600,122875.200,127499.800
MESSAGE-GLOBIOM,SSP2-19,R5.2OECD,Consumption,billion US$2005/yr,26541.220,28006.860,29472.500,34699.350,39926.200,43737.100,47548.000,52128.000,56708.000,61655.100,66602.200,72519.150,78436.100,84171.300,89906.500,95300.600,100694.700,105005.300,109315.900
MESSAGE-GLOBIOM,SSP2-26,R5.2OECD,Consumption,billion US$2005/yr,26529.090,27987.295,29445.500,34689.700,39933.900,43932.050,47930.200,52706.850,57483.500,62596.200,67708.900,73758.650,79808.400,85642.950,91477.500,96978.650,102479.800,107158.800,111837.800
MESSAGE-GLOBIOM,SSP2-34,R5.2OECD,Consumption,billion US$2005/yr,26521.570,27979.335,29437.100,34682.150,39927.200,43963.400,47999.600,52833.000,57666.400,62834.050,68001.700,74109.650,80217.600,86152.450,92087.300,97693.250,103299.200,108203.650,113108.100
MESSAGE-GLOBIOM,SSP2-45,R5.2OECD,Consumption,billion US$2005/yr,26517.630,27972.715,29427.800,34670.450,39913.100,43962.100,48011.100,52857.300,57703.500,62895.900,68088.300,74256.500,80424.700,86405.800,92386.900,98039.650,103692.400,108666.450,113640.500
MESSAGE-GLOBIOM,SSP2-60,R5.2OECD,Consumption,billion US$2005/yr,26514.430,27968.215,29422.000,34662.650,39903.300,43959.800,48016.300,52869.650,57723.000,62920.150,68117.300,74300.800,80484.300,86511.350,92538.400,98247.200,103956.000,108954.250,113952.500
MESSAGE-GLOBIOM,SSP2-Baseline,R5.2OECD,Consumption,billion US$2005/yr,26509.480,27966.240,29423.000,34665.700,39908.400,43969.150,48029.900,52886.250,57742.600,62939.450,68136.300,74322.800,80509.300,86553.250,92597.200,98311.800,104026.400,109061.600,114096.800
MESSAGE-GLOBIOM,SSP3-34,R5.2OECD,Consumption,billion US$2005/yr,26591.150,27857.125,29123.100,33473.800,37824.500,39979.850,42135.200,44159.800,46184.400,47388.950,48593.500,49868.750,51144.000,51469.900,51795.800,51577.100,51358.400,50951.200,50544.000
MESSAGE-GLOBIOM,SSP3-45,R5.2OECD,Consumption,billion US$2005/yr,26588.910,27855.005,29121.100,33469.600,37818.100,40022.950,42227.800,44336.450,46445.100,47747.250,49049.400,50283.150,51516.900,51858.000,52199.100,52001.950,51804.800,51383.850,50962.900
MESSAGE-GLOBIOM,SSP3-60,R5.2OECD,Consumption,billion US$2005/yr,26575.330,27841.965,29108.600,33472.500,37836.400,40065.600,42294.800,44451.400,46608.000,47991.500,49375.000,50687.100,51999.200,52412.850,52826.500,52636.750,52447.000,52099.450,51751.900
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2OECD,Consumption,billion US$2005/yr,26559.270,27830.235,29101.200,33464.900,37828.600,40076.200,42323.800,44525.100,46726.400,48152.850,49579.300,50968.550,52357.800,52979.450,53601.100,53584.150,53567.200,53459.750,53352.300
REMIND-MAGPIE,SSP1-Baseline,R5.2OECD,Consumption,billion US$2005/yr,19660.000,23659.000,27658.000,33468.500,39279.000,47436.500,55594.000,65026.500,74459.000,84068.000,93677.000,101272.500,108868.000,119539.000,130210.000,138625.000,147040.000,154680.000,162320.000
REMIND-MAGPIE,SSP2-Baseline,R5.2OECD,Consumption,billion US$2005/yr,20569.000,24675.500,28782.000,33744.500,38707.000,44355.000,50003.000,56143.000,62283.000,68989.500,75696.000,81673.000,87650.000,96876.500,106103.000,114768.500,123434.000,132152.500,140871.000
REMIND-MAGPIE,SSP5-Baseline,R5.2OECD,Consumption,billion US$2005/yr,19151.000,23150.500,27150.000,34113.000,41076.000,52446.500,63817.000,78623.000,93429.000,111369.500,129310.000,145930.000,162550.000,188280.000,214010.000,239450.000,264890.000,292355.000,319820.000
WITCH-GLOBIOM,SSP1-19,R5.2OECD,Consumption,billion US$2005/yr,25718.276,28530.815,31343.354,34645.761,37948.169,41710.478,45472.787,49269.739,53066.691,56852.169,60637.647,64445.448,68253.249,71820.040,75386.830,78790.508,82194.185,85022.693,87851.202
WITCH-GLOBIOM,SSP1-26,R5.2OECD,Consumption,billion US$2005/yr,25718.276,28677.856,31637.436,35316.448,38995.460,43084.723,47173.987,51278.123,55382.260,59467.621,63552.982,67647.356,71741.730,75581.254,79420.777,82914.236,86407.694,89545.812,92683.930
WITCH-GLOBIOM,SSP1-34,R5.2OECD,Consumption,billion US$2005/yr,25718.276,28709.307,31700.338,35572.468,39444.597,43712.059,47979.521,52264.217,56548.913,60822.640,65096.367,69398.994,73701.622,77777.972,81854.322,85541.037,89227.753,92440.679,95653.605
WITCH-GLOBIOM,SSP1-45,R5.2OECD,Consumption,billion US$2005/yr,25718.276,28725.976,31733.677,35653.812,39573.947,43901.182,48228.416,52551.833,56875.249,61216.803,65558.357,70007.588,74456.819,78752.418,83048.017,86914.609,90781.200,93986.081,97190.963
WITCH-GLOBIOM,SSP1-Baseline,R5.2OECD,Consumption,billion US$2005/yr,25718.276,28760.565,31802.855,35711.788,39620.722,43989.780,48358.839,52732.776,57106.713,61478.643,65850.572,70355.915,74861.258,79247.134,83633.010,87623.620,91614.231,94963.728,98313.224
WITCH-GLOBIOM,SSP2-26,R5.2OECD,Consumption,billion US$2005/yr,25537.269,28266.079,30994.888,33901.717,36808.545,39654.948,42501.351,45330.843,48160.336,51084.749,54009.162,57077.170,60145.178,63050.869,65956.560,68579.104,71201.647,73828.018,76454.388
WITCH-GLOBIOM,SSP2-34,R5.2OECD,Consumption,billion US$2005/yr,25537.269,28322.244,31107.218,34221.498,37335.779,40413.335,43490.891,46543.225,49595.558,52739.857,55884.156,59186.841,62489.525,65746.105,69002.684,72082.933,75163.181,78108.240,81053.298
WITCH-GLOBIOM,SSP2-45,R5.2OECD,Consumption,billion US$2005/yr,25537.269,28344.364,31151.460,34326.805,37502.150,40646.446,43790.742,46931.668,50072.593,53347.282,56621.971,60078.524,63535.076,66934.829,70334.583,73602.643,76870.704,79961.506,83052.308
WITCH-GLOBIOM,SSP2-60,R5.2OECD,Consumption,billion US$2005/yr,25537.269,28361.322,31185.375,34393.039,37600.703,40786.051,43971.399,47150.346,50329.294,53645.576,56961.859,60490.778,64019.697,67597.344,71174.990,74709.090,78243.190,81581.684,84920.179
WITCH-GLOBIOM,SSP2-Baseline,R5.2OECD,Consumption,billion US$2005/yr,25537.269,28381.032,31224.796,34444.998,37665.200,40856.552,44047.903,47251.387,50454.872,53826.973,57199.075,60814.212,64429.349,68090.131,71750.912,75389.417,79027.922,82456.939,85885.957
WITCH-GLOBIOM,SSP3-34,R5.2OECD,Consumption,billion US$2005/yr,25589.447,28145.698,30701.948,32844.670,34987.392,36414.879,37842.366,38587.231,39332.096,39517.629,39703.163,39557.436,39411.709,38896.582,38381.454,37684.964,36988.473,36197.321,35406.170
WITCH-GLOBIOM,SSP3-45,R5.2OECD,Consumption,billion US$2005/yr,25589.447,28167.132,30744.818,33008.245,35271.673,36862.655,38453.638,39407.612,40361.587,40791.305,41221.024,41298.013,41375.002,40973.937,40572.873,39859.722,39146.571,38242.750,37338.929
WITCH-GLOBIOM,SSP3-60,R5.2OECD,Consumption,billion US$2005/yr,25589.447,28176.731,30764.016,33038.073,35312.131,36939.143,38566.156,39573.665,40581.174,41085.272,41589.370,41767.459,41945.549,41689.965,41434.382,40876.042,40317.703,39513.785,38709.868
WITCH-GLOBIOM,SSP3-Baseline,R5.2OECD,Consumption,billion US$2005/yr,25589.447,28177.822,30766.197,33051.918,35337.639,36955.472,38573.305,39581.209,40589.113,41110.969,41632.825,41826.288,42019.751,41808.557,41597.362,41106.311,40615.260,39902.745,39190.231
WITCH-GLOBIOM,SSP4-19,R5.2OECD,Consumption,billion US$2005/yr,25795.400,28527.561,31259.723,34439.411,37619.100,41075.933,44532.765,47753.617,50974.468,53969.256,56964.044,59715.906,62467.769,64679.233,66890.698,68848.776,70806.855,72251.422,73695.989
WITCH-GLOBIOM,SSP4-26,R5.2OECD,Consumption,billion US$2005/yr,25795.400,28672.198,31548.995,35107.856,38666.717,42451.304,46235.891,49743.296,53250.702,56534.867,59819.032,62927.759,66036.486,68653.817,71271.148,73414.528,75557.909,77359.060,79160.210
WITCH-GLOBIOM,SSP4-34,R5.2OECD,Consumption,billion US$2005/yr,25795.400,28696.297,31597.194,35276.813,38956.431,42853.880,46751.330,50396.397,54041.464,57503.463,60965.462,64238.722,67511.981,70265.336,73018.691,75313.015,77607.340,79443.961,81280.582
WITCH-GLOBIOM,SSP4-45,R5.2OECD,Consumption,billion US$2005/yr,25795.400,28703.992,31612.584,35326.203,39039.821,42978.341,46916.861,50584.490,54252.120,57750.422,61248.724,64636.132,68023.540,70992.049,73960.558,76476.596,78992.633,80890.244,82787.855
WITCH-GLOBIOM,SSP4-60,R5.2OECD,Consumption,billion US$2005/yr,25795.400,28702.962,31610.524,35325.103,39039.683,42991.390,46943.097,50644.852,54346.608,57880.084,61413.560,64854.001,68294.442,71348.930,74403.419,77062.572,79721.726,81704.840,83687.954
WITCH-GLOBIOM,SSP4-Baseline,R5.2OECD,Consumption,billion US$2005/yr,25795.400,28730.335,31665.270,35350.380,39035.491,42987.561,46939.631,50644.085,54348.540,57881.209,61413.879,64861.222,68308.566,71374.383,74440.201,77077.659,79715.118,81693.465,83671.812
WITCH-GLOBIOM,SSP5-34,R5.2OECD,Consumption,billion US$2005/yr,25429.725,28676.690,31923.655,36823.554,41723.453,48215.384,54707.315,62530.826,70354.338,80036.298,89718.259,101946.259,114174.258,128881.895,143589.533,159710.366,175831.199,193401.097,210970.995
WITCH-GLOBIOM,SSP5-45,R5.2OECD,Consumption,billion US$2005/yr,25429.725,28716.181,32002.638,37126.485,42250.332,49090.227,55930.122,64104.155,72278.187,82246.274,92214.360,104547.642,116880.923,131788.992,146697.060,163891.397,181085.735,200208.978,219332.222
WITCH-GLOBIOM,SSP5-60,R5.2OECD,Consumption,billion US$2005/yr,25429.725,28724.448,32019.171,37203.357,42387.542,49328.385,56269.228,64610.209,72951.191,83138.251,93325.310,105958.599,118591.889,133785.263,148978.638,166558.494,184138.350,204071.463,224004.575
WITCH-GLOBIOM,SSP5-Baseline,R5.2OECD,Consumption,billion US$2005/yr,25429.725,28734.243,32038.761,37244.405,42450.050,49391.929,56333.808,64678.018,73022.229,83257.661,93493.094,106212.703,118932.312,134300.793,149669.273,167555.003,185440.733,205738.510,226036.286
AIM/CGE,SSP1-19,R5.2REF,Consumption,billion US$2005/yr,799.453,1021.185,1242.917,1468.967,1695.018,1992.377,2289.736,2535.457,2781.178,2937.960,3094.743,3251.751,3408.760,3478.321,3547.882,3586.879,3625.876,3638.312,3650.748
AIM/CGE,SSP1-26,R5.2REF,Consumption,billion US$2005/yr,799.464,1021.199,1242.934,1551.990,1861.047,2170.860,2480.674,2709.097,2937.521,3086.429,3235.336,3371.425,3507.513,3572.128,3636.743,3667.215,3697.687,3708.316,3718.945
AIM/CGE,SSP1-34,R5.2REF,Consumption,billion US$2005/yr,799.464,1021.199,1242.934,1566.431,1889.929,2247.717,2605.505,2842.750,3079.995,3235.782,3391.570,3531.311,3671.053,3722.695,3774.336,3797.282,3820.229,3823.275,3826.320
AIM/CGE,SSP1-45,R5.2REF,Consumption,billion US$2005/yr,799.464,1021.541,1243.619,1570.490,1897.361,2265.071,2632.782,2878.217,3123.652,3294.472,3465.292,3617.384,3769.475,3824.196,3878.917,3900.415,3921.914,3921.147,3920.380
AIM/CGE,SSP1-Baseline,R5.2REF,Consumption,billion US$2005/yr,799.538,1021.687,1243.836,1573.864,1903.892,2274.042,2644.192,2888.912,3133.632,3310.264,3486.897,3643.834,3800.772,3861.378,3921.984,3949.309,3976.633,3980.772,3984.911
AIM/CGE,SSP2-19,R5.2REF,Consumption,billion US$2005/yr,800.880,1022.956,1245.032,1350.434,1455.837,1619.047,1782.256,1994.688,2207.121,2350.537,2493.953,2689.248,2884.544,3060.555,3236.566,3411.965,3587.364,3776.472,3965.579
AIM/CGE,SSP2-26,R5.2REF,Consumption,billion US$2005/yr,800.913,1022.991,1245.068,1457.855,1670.642,1846.273,2021.905,2181.720,2341.535,2510.661,2679.787,2867.866,3055.945,3233.355,3410.764,3582.326,3753.888,3939.921,4125.955
AIM/CGE,SSP2-34,R5.2REF,Consumption,billion US$2005/yr,800.913,1022.991,1245.068,1495.459,1745.850,1956.660,2167.471,2321.181,2474.892,2632.478,2790.065,2988.127,3186.189,3363.838,3541.487,3719.933,3898.379,4086.578,4274.777
AIM/CGE,SSP2-45,R5.2REF,Consumption,billion US$2005/yr,800.913,1022.991,1245.068,1508.404,1771.741,2014.243,2256.745,2431.223,2605.701,2775.021,2944.341,3138.655,3332.969,3505.276,3677.583,3849.241,4020.900,4203.657,4386.415
AIM/CGE,SSP2-60,R5.2REF,Consumption,billion US$2005/yr,800.913,1022.991,1245.068,1509.747,1774.426,2019.159,2263.893,2447.236,2630.578,2820.359,3010.139,3236.669,3463.200,3665.011,3866.823,4062.035,4257.248,4449.126,4641.005
AIM/CGE,SSP2-Baseline,R5.2REF,Consumption,billion US$2005/yr,800.999,1023.725,1246.451,1517.324,1788.197,2044.421,2300.645,2493.747,2686.848,2882.904,3078.959,3307.981,3537.002,3740.047,3943.092,4140.538,4337.984,4545.043,4752.102
AIM/CGE,SSP3-34,R5.2REF,Consumption,billion US$2005/yr,800.856,1020.659,1240.463,1468.497,1696.532,1807.333,1918.135,1944.831,1971.527,2008.459,2045.391,2127.098,2208.804,2297.590,2386.376,2476.853,2567.330,2675.309,2783.289
AIM/CGE,SSP3-45,R5.2REF,Consumption,billion US$2005/yr,800.856,1020.659,1240.463,1467.830,1695.197,1851.656,2008.114,2059.019,2109.924,2130.445,2150.965,2249.785,2348.605,2468.779,2588.953,2702.716,2816.478,2923.737,3030.996
AIM/CGE,SSP3-60,R5.2REF,Consumption,billion US$2005/yr,800.856,1020.659,1240.463,1467.772,1695.082,1864.134,2033.186,2111.197,2189.207,2261.063,2332.919,2449.050,2565.182,2686.246,2807.310,2933.836,3060.362,3199.372,3338.383
AIM/CGE,SSP3-Baseline,R5.2REF,Consumption,billion US$2005/yr,800.975,1020.739,1240.503,1468.173,1695.843,1881.569,2067.295,2163.017,2258.740,2338.462,2418.184,2554.819,2691.454,2840.076,2988.697,3135.572,3282.448,3442.820,3603.193
AIM/CGE,SSP4-26,R5.2REF,Consumption,billion US$2005/yr,799.059,1014.101,1229.144,1474.937,1720.731,1964.849,2208.968,2397.676,2586.385,2729.225,2872.066,3017.775,3163.485,3252.221,3340.957,3399.992,3459.026,3496.520,3534.014
AIM/CGE,SSP4-34,R5.2REF,Consumption,billion US$2005/yr,799.059,1014.101,1229.144,1492.173,1755.202,2026.538,2297.873,2483.134,2668.394,2808.189,2947.985,3092.839,3237.693,3322.179,3406.666,3461.382,3516.098,3549.335,3582.572
AIM/CGE,SSP4-45,R5.2REF,Consumption,billion US$2005/yr,799.059,1014.101,1229.144,1498.961,1768.778,2050.443,2332.108,2520.277,2708.446,2858.951,3009.455,3155.991,3302.527,3384.607,3466.688,3516.360,3566.032,3595.650,3625.268
AIM/CGE,SSP4-Baseline,R5.2REF,Consumption,billion US$2005/yr,799.095,1014.255,1229.416,1502.024,1774.633,2059.460,2344.287,2531.941,2719.595,2875.126,3030.656,3183.801,3336.947,3425.969,3514.992,3571.760,3628.528,3662.054,3695.580
AIM/CGE,SSP5-26,R5.2REF,Consumption,billion US$2005/yr,800.220,1025.914,1251.608,1563.825,1876.043,2301.758,2727.474,3145.928,3564.381,3913.098,4261.815,4614.165,4966.514,5241.955,5517.396,5806.630,6095.865,6426.126,6756.387
AIM/CGE,SSP5-34,R5.2REF,Consumption,billion US$2005/yr,800.220,1025.914,1251.608,1647.262,2042.916,2535.212,3027.509,3425.666,3823.823,4157.416,4491.009,4852.131,5213.254,5494.690,5776.126,6080.229,6384.332,6752.073,7119.814
AIM/CGE,SSP5-45,R5.2REF,Consumption,billion US$2005/yr,800.220,1025.914,1251.608,1666.995,2082.383,2606.785,3131.187,3520.840,3910.493,4249.679,4588.866,4962.314,5335.763,5640.409,5945.056,6262.437,6579.818,6944.228,7308.639
AIM/CGE,SSP5-60,R5.2REF,Consumption,billion US$2005/yr,800.220,1025.914,1251.608,1669.693,2087.778,2624.393,3161.007,3573.905,3986.803,4341.186,4695.569,5086.253,5476.937,5787.685,6098.434,6437.992,6777.550,7164.190,7550.829
AIM/CGE,SSP5-Baseline,R5.2REF,Consumption,billion US$2005/yr,800.335,1029.430,1258.524,1686.924,2115.324,2676.166,3237.008,3683.416,4129.824,4513.753,4897.681,5300.970,5704.260,6016.568,6328.876,6683.173,7037.469,7346.864,7656.259
IMAGE,SSP1-19,R5.2REF,Consumption,billion US$2005/yr,1809.378,2344.430,2879.482,3612.847,4346.212,5127.376,5908.539,6468.100,7027.661,7408.630,7789.598,8119.427,8449.256,8564.966,8680.676,8717.310,8753.944,8734.581,8715.217
IMAGE,SSP1-26,R5.2REF,Consumption,billion US$2005/yr,1809.378,2344.430,2879.482,3612.847,4346.212,5127.376,5908.539,6468.100,7027.661,7408.630,7789.598,8119.427,8449.256,8564.966,8680.676,8717.310,8753.944,8734.581,8715.217
IMAGE,SSP1-34,R5.2REF,Consumption,billion US$2005/yr,1809.378,2344.430,2879.482,3612.847,4346.212,5127.376,5908.539,6468.100,7027.661,7408.630,7789.598,8119.427,8449.256,8564.966,8680.676,8717.310,8753.944,8734.581,8715.217
IMAGE,SSP1-45,R5.2REF,Consumption,billion US$2005/yr,1809.378,2344.430,2879.482,3612.847,4346.212,5127.376,5908.539,6468.100,7027.661,7408.630,7789.598,8119.427,8449.256,8564.966,8680.676,8717.310,8753.944,8734.581,8715.217
IMAGE,SSP1-Baseline,R5.2REF,Consumption,billion US$2005/yr,1809.378,2344.430,2879.482,3612.847,4346.212,5127.376,5908.539,6468.100,7027.661,7408.630,7789.598,8119.427,8449.256,8564.966,8680.676,8717.310,8753.944,8734.581,8715.217
IMAGE,SSP2-26,R5.2REF,Consumption,billion US$2005/yr,1809.378,2341.103,2872.827,3471.040,4069.254,4593.498,5117.743,5541.308,5964.872,6373.255,6781.637,7258.140,7734.643,8141.566,8548.489,8928.284,9308.079,9679.680,10051.281
IMAGE,SSP2-34,R5.2REF,Consumption,billion US$2005/yr,1809.378,2341.103,2872.827,3471.040,4069.254,4593.498,5117.743,5541.308,5964.872,6373.255,6781.637,7258.140,7734.643,8141.566,8548.489,8928.284,9308.079,9679.680,10051.281
IMAGE,SSP2-45,R5.2REF,Consumption,billion US$2005/yr,1809.378,2341.103,2872.827,3471.040,4069.254,4593.498,5117.743,5541.308,5964.872,6373.255,6781.637,7258.140,7734.643,8141.566,8548.489,8928.284,9308.079,9679.680,10051.281
IMAGE,SSP2-60,R5.2REF,Consumption,billion US$2005/yr,1809.378,2341.103,2872.827,3471.040,4069.254,4593.498,5117.743,5541.308,5964.872,6373.255,6781.637,7258.140,7734.643,8141.566,8548.489,8928.284,9308.079,9679.680,10051.281
IMAGE,SSP2-Baseline,R5.2REF,Consumption,billion US$2005/yr,1809.378,2341.103,2872.827,3471.040,4069.254,4593.498,5117.743,5541.308,5964.872,6373.255,6781.637,7258.140,7734.643,8141.566,8548.489,8928.284,9308.079,9679.680,10051.281
IMAGE,SSP3-34,R5.2REF,Consumption,billion US$2005/yr,1809.378,2336.908,2864.438,3372.849,3881.259,4253.398,4625.536,4823.443,5021.349,5169.826,5318.302,5585.815,5853.327,6139.885,6426.442,6708.717,6990.992,7287.507,7584.022
IMAGE,SSP3-45,R5.2REF,Consumption,billion US$2005/yr,1809.378,2336.908,2864.438,3372.849,3881.259,4253.398,4625.536,4823.443,5021.349,5169.826,5318.302,5585.815,5853.327,6139.885,6426.442,6708.717,6990.992,7287.507,7584.022
IMAGE,SSP3-60,R5.2REF,Consumption,billion US$2005/yr,1809.378,2336.908,2864.438,3372.849,3881.259,4253.398,4625.536,4823.443,5021.349,5169.826,5318.302,5585.815,5853.327,6139.885,6426.442,6708.717,6990.992,7287.507,7584.022
IMAGE,SSP3-Baseline,R5.2REF,Consumption,billion US$2005/yr,1809.378,2336.908,2864.438,3372.849,3881.259,4253.398,4625.536,4823.443,5021.349,5169.826,5318.302,5585.815,5853.327,6139.885,6426.442,6708.717,6990.992,7287.507,7584.022
IMAGE,SSP4-26,R5.2REF,Consumption,billion US$2005/yr,1809.378,2404.828,3000.278,3634.216,4268.153,4887.281,5506.410,5951.693,6396.976,6747.526,7098.075,7445.085,7792.096,7989.806,8187.515,8307.294,8427.073,8488.038,8549.002
IMAGE,SSP4-34,R5.2REF,Consumption,billion US$2005/yr,1809.378,2404.828,3000.278,3634.216,4268.153,4887.281,5506.410,5951.693,6396.976,6747.526,7098.075,7445.085,7792.096,7989.806,8187.515,8307.294,8427.073,8488.038,8549.002
IMAGE,SSP4-45,R5.2REF,Consumption,billion US$2005/yr,1809.378,2404.828,3000.278,3634.216,4268.153,4887.281,5506.410,5951.693,6396.976,6747.526,7098.075,7445.085,7792.096,7989.806,8187.515,8307.294,8427.073,8488.038,8549.002
IMAGE,SSP4-60,R5.2REF,Consumption,billion US$2005/yr,1809.378,2404.828,3000.278,3634.216,4268.153,4887.281,5506.410,5951.693,6396.976,6747.526,7098.075,7445.085,7792.096,7989.806,8187.515,8307.294,8427.073,8488.038,8549.002
IMAGE,SSP4-Baseline,R5.2REF,Consumption,billion US$2005/yr,1809.378,2404.828,3000.278,3634.216,4268.153,4887.281,5506.410,5951.693,6396.976,6747.526,7098.075,7445.085,7792.096,7989.806,8187.515,8307.294,8427.073,8488.038,8549.002
IMAGE,SSP5-34,R5.2REF,Consumption,billion US$2005/yr,1809.378,2432.020,3054.661,4043.397,5032.132,6279.240,7526.348,8561.159,9595.971,10453.495,11311.020,12175.292,13039.564,13665.813,14292.063,14850.994,15409.925,15902.217,16394.508
IMAGE,SSP5-45,R5.2REF,Consumption,billion US$2005/yr,1809.378,2432.020,3054.661,4043.397,5032.132,6279.240,7526.348,8561.159,9595.971,10453.495,11311.020,12175.292,13039.564,13665.813,14292.063,14850.994,15409.925,15902.217,16394.508
IMAGE,SSP5-60,R5.2REF,Consumption,billion US$2005/yr,1809.378,2432.020,3054.661,4043.397,5032.132,6279.240,7526.348,8561.159,9595.971,10453.495,11311.020,12175.292,13039.564,13665.813,14292.063,14850.994,15409.925,15902.217,16394.508
IMAGE,SSP5-Baseline,R5.2REF,Consumption,billion US$2005/yr,1809.378,2432.020,3054.661,4043.397,5032.132,6279.240,7526.348,8561.159,9595.971,10453.495,11311.020,12175.292,13039.564,13665.813,14292.063,14850.994,15409.925,15902.217,16394.508
MESSAGE-GLOBIOM,SSP1-19,R5.2REF,Consumption,billion US$2005/yr,1242.100,1576.150,1910.200,2732.150,3554.100,4600.950,5647.800,6612.800,7577.800,8291.250,9004.700,9790.350,10576.000,11228.500,11881.000,12290.000,12699.000,12951.500,13204.000
MESSAGE-GLOBIOM,SSP1-26,R5.2REF,Consumption,billion US$2005/yr,1235.800,1570.300,1904.800,2738.650,3572.500,4647.600,5722.700,6704.900,7687.100,8408.150,9129.200,9939.100,10749.000,11374.500,12000.000,12345.500,12691.000,12939.500,13188.000
MESSAGE-GLOBIOM,SSP1-34,R5.2REF,Consumption,billion US$2005/yr,1232.300,1567.300,1902.300,2740.300,3578.300,4658.700,5739.100,6733.600,7728.100,8451.450,9174.800,9959.900,10745.000,11373.000,12001.000,12364.500,12728.000,12927.000,13126.000
MESSAGE-GLOBIOM,SSP1-45,R5.2REF,Consumption,billion US$2005/yr,1231.500,1567.250,1903.000,2742.150,3581.300,4663.400,5745.500,6751.400,7757.300,8487.150,9217.000,10005.000,10793.000,11429.000,12065.000,12440.500,12816.000,12989.000,13162.000
